id,category,prompt,response,source,source_id
codealpaca-6681,coding,"Write a compare() function in Java that takes two values and returns -1, 0, or 1 if the first value is less than, equal to, or greater than the second value.","public static int compare(Object o1, Object o2) { if (o1 < o2) { return -1; } else if (o1 == o2) { return 0; } else { return 1; } }",sahil2801/CodeAlpaca-20k,6681
codealpaca-11789,coding,"Generate HTML for a button with the text ""Click Here!"".",<button>Click Here!</button>,sahil2801/CodeAlpaca-20k,11789
codealpaca-17364,coding,Write a loop to print out all the elements in the given dictionary.,"for key, value in my_dict.items(): print(f""{key}:{value}"")",sahil2801/CodeAlpaca-20k,17364
dolly-8343,factual,Name the BRICS nations.,"Brazil, Russia, India, China & S.Africa",databricks/databricks-dolly-15k,8343
dolly-1980,factual,What is the value of x if x^2 = 4?,x is either equal to 2 or -2,databricks/databricks-dolly-15k,1980
codealpaca-13260,coding,Write a JavaScript function to find all words in a string.,"function findWords(str) { let words = []; let start = 0; for (let i = 0; i < str.length; i++) { if (str[i] == ' ') { let word = str.substring(start, i); if (word != '') words.push(word); start = i + 1; } } let lastWord = str.substring(start, str.length); if (lastWord != '') words.push(lastWord); return words; }",sahil2801/CodeAlpaca-20k,13260
codealpaca-7762,coding,Write a function in Java which takes integer array and a number as input and prints all the pairs which sum up to given number.,"public void findPairs(int[] arr,int num) { for (int i = 0; i < arr.length; i++) { for (int j = i+1; j < arr.length; j++) { if (arr[i] + arr[j] == num) System.out.println(arr[i] + "" + "" + arr[j] +"" = ""+num); } } }",sahil2801/CodeAlpaca-20k,7762
codealpaca-893,coding,What is the difference between a for loop and a while loop in Java?,"The main difference between for and while loop is that for loop is used when we already know the number of times the loop should iterate, while a while loop is used when the number of iterations is not known in advance. Another difference is that for loop is more convenient for looping through arrays/collections of objects, while a while loop is used for performing more complex computations.",sahil2801/CodeAlpaca-20k,893
dolly-540,factual,"Which of the companies in this list are social media platforms: Twitter, Amazon, Instagram, Square, Venmo, Tiktok, Apple.","In this list, Twitter, Instagram, and Tiktok are social media platforms.",databricks/databricks-dolly-15k,540
dolly-12053,factual,Name well known movies with George Clooney.,"Well known movies with George Clooney are Up in the Air, Ocean's Eleven, Gravity, and Three Kings.",databricks/databricks-dolly-15k,12053
codealpaca-18634,coding,Respond with a query using the following inputs.,"SELECT FirstName, LastName FROM Employees;",sahil2801/CodeAlpaca-20k,18634
dolly-6790,factual,Who won the WNBA championship in 2018?,Seattle Storm,databricks/databricks-dolly-15k,6790
dolly-7071,factual,Who was the first president of the United States?,George Washington was the first president of the United States. He served from 1789 - 1997 and was also a military officer. One of things he is known for is ratifying the US constitution which replaced the articles of confederation. This happened in 1789.,databricks/databricks-dolly-15k,7071
codealpaca-6919,coding,"Write an AngularJS controller to set the ""page"" variable to be the same as the page parameter passed in the URL.","app.controller('pageCtrl', function ($scope, $location) { $scope.page = $location.search().page; });",sahil2801/CodeAlpaca-20k,6919
dolly-5267,factual,How many professions did John Dassow have,"John Dassow, Jr. (August 10, 1845 – October 8, 1917) was an American farmer, manufacturer, and politician. Born in what is now Mecklenburg, Germany, Dassow emigrated with his parents, in 1861 to the United States and settled on a farm in the town of Sheboygan Falls, Sheboygan County, Wisconsin. In 1864 and 1865, Dassow served in the 30th Wisconsin Volunteer Infantry Regiment during the American Civil War. Dassow was a farmer and owned the Sheboygan County Mills. He was also involved with cheese factories and the real estate business. Dassow served on the Sheboygan County Board of Supervisors and was chairman of the county board. He was also treasurer of the local school board. In 1893, Dassow served in the Wisconsin State Assembly and was a Democrat. In 1917, Dassow died at his house in the town of Sheboygan Falls from ill health.",databricks/databricks-dolly-15k,5267
codealpaca-14601,coding,Create a Python program that finds the highest number in a list of numbers.,"# Initializing list list_of_numbers = [2, 4, 32, 41, 19] # Finding the highest number max_number = max(list_of_numbers) # Printing the result print(max_number) # Output: 41",sahil2801/CodeAlpaca-20k,14601
codealpaca-15897,coding,Suggest a regular expression pattern that identifies 3 consecutive numbers.,The regular expression pattern that identifies 3 consecutive numbers is: \d{3},sahil2801/CodeAlpaca-20k,15897
codealpaca-18915,coding,Parse a JSON string and print its value.,"import json data_dict = json.loads(data) name = data_dict[""name""] age = data_dict[""age""] print(name) print(age)",sahil2801/CodeAlpaca-20k,18915
dolly-8034,factual,What are the primary causes of inflation?,"Primary causes of inflation are: -Increase in money supply -Increase in production cost of goods due to high raw material cost -Increased demand for goods and services -Scarcity of specific goods due to supply chain issues, lockdown etc.",databricks/databricks-dolly-15k,8034
codealpaca-9119,coding,How can you generate a random number in the range of 1 to 10 in Python?,"import random random_number = random.randint(1, 10)",sahil2801/CodeAlpaca-20k,9119
codealpaca-4166,coding,Provide an appropriate name for a Python module that contains a class for a user.,"The appropriate name for the module could be ""user_class.py"".",sahil2801/CodeAlpaca-20k,4166
dolly-4458,factual,What is an experiment?,An experiment is a scientific process that uses the element of discovery and hypothesis to test out a known fact. A series of actions are executed and then a person observes the outcomes of those actions. Experiments also give us insight into cause and effect. The best way to develop an experiment is to come up with a set of questions to test a hypothesis about something.,databricks/databricks-dolly-15k,4458
dolly-10774,factual,What are five cities in the state of North Carolina?,"Five cities in North Carolina are Charlotte, Raleigh, Boone, Durham, and Asheville.",databricks/databricks-dolly-15k,10774
codealpaca-6082,coding,"Create a python script that takes three required parameters 'x', 'y' and 'z' and prints the result of x * y * z","def multiply(x, y, z): return x * y * z print(multiply(4, 3, 2)) //output 24",sahil2801/CodeAlpaca-20k,6082
codealpaca-9442,coding,"Write a code snippet in SQL to show the town fields in a table called ""library.""",SELECT town FROM library;,sahil2801/CodeAlpaca-20k,9442
codealpaca-10579,coding,Find the square root of the given number using the Newton-Raphson method.,x_n+1 = x_n - f(x_n) / f'(x_n) x_0 = 100 x_1 = 50 - (50*50 - 100) / (2*50) = 50 - (2500 - 100) / 100 = 50 - 24 / 100 = 26 x_2 = 26 - (26*26 - 100) / (2*26) = 26 - (676 - 100) / 52 = 26 - 576 / 52 = 10 x_3 = 10 - (10*10 - 100) / (2*10) = 10 - (100 - 100) / 20 = 10 - 0 / 20 = 10 The square root of 100 is 10.,sahil2801/CodeAlpaca-20k,10579
codealpaca-8455,coding,Create a JavaScript class to find the difference of two given dates.,"class DateCalculator { static daysDifference(date1,date2) { let diffTime = Math.abs(date2.getTime() - date1.getTime()); let diffDays = Math.ceil(diffTime / (1000 * 60 * 60 * 24)); return diffDays; } }",sahil2801/CodeAlpaca-20k,8455
dolly-5493,factual,How do I get rid of mosquitos in my house?,You can get rid of mosquitos in your house by keeping doors closed first and foremost. If mosquitos are already inside your house you can get a mosquito zapper from a local hardware store and put it in the part of your house that has the most mosquitos. Some areas to consider for mosquitos would be the parts of the house where people spend the most time like the kitchen of where they sleep. Using the bug zapper during the day is not recommended because mosquitos will find it hard to see the light. Using it during the night makes the most sense because they will be more attracted to the light.,databricks/databricks-dolly-15k,5493
codealpaca-7583,coding,Write a function in JavaScript to set the background color of a web page to a randomly generated color.,"const random_bg_color = () => { // Generate three random numbers for RGB to create random color let r = Math.floor(Math.random() * 256); let g = Math.floor(Math.random() * 256); let b = Math.floor(Math.random() * 256); // Set the random color for the page's background document.body.style.backgroundColor = ""rgb("" + r + "","" + g + "","" + b + "")""; }",sahil2801/CodeAlpaca-20k,7583
